UAN,Age,State_Origin,State_Current,Occupation_Sector,Daily_Wage,Skill_Level,Scheme_Enrolled,Registration_Date
MOCK-UAN-8740-9953,23,West Bengal,Tamil Nadu,Domestic Worker,273,Unskilled,Ayushman Bharat,2026-04-01
MOCK-UAN-2959-9658,-4,Gujarat,Maharashtra,Manufacturing,647,Skilled,PM-SYM,2026-02-12
MOCK-UAN-2108-6964,48,Bihar,Karnataka,Gig Worker,394,Unskilled,PM-SYM,2024-11-04
MOCK-UAN-5232-8981,63,Bihar,Bihar,Agriculture,361,Unskilled,None,2026-07-18
MOCK-UAN-8099-9452,39,Odisha,Andhra Pradesh,Gig Worker,999,Highly-skilled,PM-SYM,2026-03-23
MOCK-UAN-2036-5957,45,Maharashtra,Andhra Pradesh,Gig Worker,980,Highly-skilled,Ayushman Bharat,2025-03-11
MOCK-UAN-9295-4180,46,Gujarat,Maharashtra,Construction,715,Skilled,None,2024-09-19
MOCK-UAN-3385-7451,61,Andhra Pradesh,Andhra Pradesh,Manufacturing,425,Semi-skilled,PM-Kisan,2025-01-24
MOCK-UAN-3660-4830,42,Jharkhand,Bihar,Gig Worker,629,Skilled,eShram,2024-12-28
MOCK-UAN-9346-9180,45,Maharashtra,Odisha,Manufacturing,424,Semi-skilled,PM-Kisan,2026-04-04
MOCK-UAN-7400-9531,52,Tamil Nadu,Bihar,Gig Worker,730,Skilled,PM-Kisan,2025-03-25
MOCK-UAN-5089-9157,64,Uttar Pradesh,Odisha,Domestic Worker,519,Semi-skilled,Ayushman Bharat,2025-08-20
MOCK-UAN-3040-9531,-1,West Bengal,Maharashtra,Gig Worker,405,Unskilled,None,2026-06-17
MOCK-UAN-3584-4687,57,Jharkhand,Jharkhand,Manufacturing,665,Skilled,Ayushman Bharat,2024-12-18
MOCK-UAN-9681-8737,21,Tamil Nadu,Tamil Nadu,Agriculture,532,Skilled,PM-SYM,2025-08-24
MOCK-UAN-8967-6291,40,Maharashtra,Bihar,Gig Worker,977,Highly-skilled,PM-Kisan,2024-10-26
MOCK-UAN-1560-3591,64,Uttar Pradesh,Bihar,Agriculture,285,Unskilled,PM-SYM,2026-08-22
MOCK-UAN-2606-8732,53,Karnataka,Gujarat,Manufacturing,594,Skilled,eShram,2026-08-20
MOCK-UAN-1168-1008,35,Tamil Nadu,Tamil Nadu,Agriculture,604,Skilled,None,2026-05-29
MOCK-UAN-9130-7057,-1,Karnataka,Maharashtra,Gig Worker,1034,Highly-skilled,PM-Kisan,2025-09-03
MOCK-UAN-3412-5189,37,Uttar Pradesh,West Bengal,Construction,477,Semi-skilled,eShram,2025-10-06
MOCK-UAN-6152-2197,36,Maharashtra,Jharkhand,Construction,356,Unskilled,PM-Kisan,2024-12-22
MOCK-UAN-6667-9371,41,Maharashtra,Maharashtra,Construction,497,Semi-skilled,PM-Kisan,2026-01-24
MOCK-UAN-9323-6810,18,West Bengal,West Bengal,Domestic Worker,2500,Highly-skilled,PM-SYM,2025-12-04
MOCK-UAN-1575-2255,31,Karnataka,Gujarat,Manufacturing,444,Semi-skilled,None,2025-04-30
MOCK-UAN-7229-3070,34,Gujarat,Tamil Nadu,Domestic Worker,442,Semi-skilled,PM-SYM,2026-03-27
MOCK-UAN-5825-5917,49,Odisha,Andhra Pradesh,Agriculture,291,Unskilled,Ayushman Bharat,2024-12-29
MOCK-UAN-5476-1209,44,Andhra Pradesh,Gujarat,Manufacturing,451,Semi-skilled,None,2024-09-25
MOCK-UAN-2235-1290,60,Tamil Nadu,Bihar,Manufacturing,303,Unskilled,PM-Kisan,2026-06-20
MOCK-UAN-8222-3445,53,Bihar,Tamil Nadu,Construction,628,Skilled,None,2026-04-29
MOCK-UAN-4476-2227,61,Bihar,Tamil Nadu,Agriculture,363,Unskilled,None,2025-07-18
MOCK-UAN-4997-9662,26,West Bengal,Gujarat,Manufacturing,241,Unskilled,PM-SYM,2026-05-15
MOCK-UAN-2721-9981,44,West Bengal,West Bengal,Domestic Worker,863,Highly-skilled,Ayushman Bharat,2026-01-29
MOCK-UAN-9878-9959,47,Jharkhand,Jharkhand,Gig Worker,538,Unskilled,None,2025-08-30
MOCK-UAN-6685-8755,53,Gujarat,Gujarat,Construction,898,Highly-skilled,Ayushman Bharat,2026-04-05
MOCK-UAN-4220-1107,20,Odisha,Jharkhand,Gig Worker,16516,Unskilled,None,2025-07-11
MOCK-UAN-1352-7882,59,Gujarat,Odisha,Gig Worker,1036,Highly-skilled,PM-SYM,2026-05-14
MOCK-UAN-2349-1474,29,West Bengal,West Bengal,Gig Worker,896,Highly-skilled,eShram,2026-02-20
MOCK-UAN-3894-8136,37,Odisha,Odisha,Gig Worker,388,Unskilled,eShram,2024-11-30
MOCK-UAN-3640-3781,65,Gujarat,Odisha,Construction,1057,Highly-skilled,None,2025-03-12
MOCK-UAN-4023-6651,47,West Bengal,Maharashtra,Manufacturing,222,Unskilled,eShram,2026-04-27
MOCK-UAN-6362-3267,45,Andhra Pradesh,Jharkhand,Domestic Worker,200,Unskilled,eShram,2025-05-23
MOCK-UAN-8866-4480,51,West Bengal,West Bengal,Domestic Worker,225,Unskilled,PM-SYM,2026-04-09
MOCK-UAN-4257-7804,40,Jharkhand,Jharkhand,Construction,394,Unskilled,PM-SYM,2024-10-17
MOCK-UAN-5468-6449,29,Andhra Pradesh,Andhra Pradesh,Construction,406,Unskilled,PM-Kisan,2025-04-11
MOCK-UAN-9264-1460,50,Tamil Nadu,Tamil Nadu,Construction,324,Unskilled,Ayushman Bharat,2024-10-08
MOCK-UAN-5960-2757,28,Jharkhand,Jharkhand,Agriculture,334,Unskilled,PM-SYM,2025-01-09
MOCK-UAN-9252-8464,39,Andhra Pradesh,Andhra Pradesh,Gig Worker,1069,Highly-skilled,None,2026-06-16
MOCK-UAN-5035-1135,46,Odisha,Uttar Pradesh,Domestic Worker,539,Semi-skilled,None,2025-01-03
MOCK-UAN-1516-5519,41,Bihar,Tamil Nadu,Manufacturing,287,Unskilled,None,2025-08-06
MOCK-UAN-2052-1690,54,Tamil Nadu,Uttar Pradesh,Domestic Worker,334,Semi-skilled,Ayushman Bharat,2026-05-11
MOCK-UAN-4732-7832,65,Jharkhand,West Bengal,Domestic Worker,258,Unskilled,Ayushman Bharat,2025-03-21
MOCK-UAN-4160-6044,48,Tamil Nadu,Bihar,Manufacturing,428,Semi-skilled,Ayushman Bharat,2025-05-27
MOCK-UAN-1574-7047,51,Tamil Nadu,Bihar,Construction,637,Skilled,Ayushman Bharat,2025-12-20
MOCK-UAN-8715-1383,46,Karnataka,Gujarat,Manufacturing,440,Semi-skilled,None,2025-04-02
MOCK-UAN-5670-3826,20,Maharashtra,Uttar Pradesh,Agriculture,505,Semi-skilled,PM-Kisan,2025-10-19
MOCK-UAN-9201-2073,38,Odisha,Odisha,Manufacturing,363,Unskilled,PM-SYM,2026-01-06
MOCK-UAN-7293-2907,45,Odisha,West Bengal,Agriculture,441,Semi-skilled,Ayushman Bharat,2026-01-05
MOCK-UAN-1995-8188,37,West Bengal,Uttar Pradesh,Agriculture,504,Semi-skilled,PM-Kisan,2025-06-10
MOCK-UAN-3754-7551,43,Jharkhand,Uttar Pradesh,Domestic Worker,617,Skilled,PM-SYM,2026-05-07
MOCK-UAN-9557-2761,63,Maharashtra,Uttar Pradesh,Gig Worker,703,Skilled,PM-Kisan,2026-07-07
MOCK-UAN-2301-6224,39,Jharkhand,Maharashtra,Manufacturing,945,Highly-skilled,None,2026-08-10
MOCK-UAN-4116-7054,52,Odisha,Odisha,Manufacturing,303,Unskilled,None,2026-04-04
MOCK-UAN-4973-9070,50,Karnataka,Odisha,Manufacturing,1002,Highly-skilled,PM-Kisan,2026-07-03
MOCK-UAN-3714-4956,21,Odisha,Karnataka,Manufacturing,378,Semi-skilled,Ayushman Bharat,2026-04-05
MOCK-UAN-1848-1087,44,Jharkhand,Jharkhand,Construction,624,Skilled,None,2026-09-06
MOCK-UAN-7468-1061,39,Andhra Pradesh,Bihar,Gig Worker,693,Skilled,Ayushman Bharat,2025-02-22
MOCK-UAN-9534-8457,30,Karnataka,Karnataka,Agriculture,321,Unskilled,None,2026-06-01
MOCK-UAN-3840-5394,25,Gujarat,Gujarat,Construction,1013,Highly-skilled,None,2025-06-21
MOCK-UAN-8215-4753,20,Odisha,Odisha,Agriculture,448,Semi-skilled,eShram,2026-05-04
MOCK-UAN-9632-8004,-3,Karnataka,Odisha,Agriculture,528,Skilled,PM-SYM,2025-03-08
MOCK-UAN-5070-8369,64,Uttar Pradesh,Uttar Pradesh,Manufacturing,342,Unskilled,Ayushman Bharat,2025-10-07
MOCK-UAN-4575-8756,24,Tamil Nadu,Tamil Nadu,Construction,387,Unskilled,None,2025-06-04
MOCK-UAN-4630-9366,27,Gujarat,Andhra Pradesh,Construction,402,Semi-skilled,PM-SYM,2025-02-09
MOCK-UAN-2761-6221,27,Gujarat,Gujarat,Gig Worker,399,Unskilled,None,2026-07-22
MOCK-UAN-7972-8730,54,Tamil Nadu,Tamil Nadu,Manufacturing,520,Skilled,None,2024-12-30
MOCK-UAN-9283-8098,56,Karnataka,Andhra Pradesh,Construction,916,Highly-skilled,PM-Kisan,2026-01-05
MOCK-UAN-6615-9432,46,Odisha,Jharkhand,Gig Worker,354,Unskilled,Ayushman Bharat,2026-05-17
MOCK-UAN-4243-2283,32,Tamil Nadu,Tamil Nadu,Construction,390,Unskilled,PM-Kisan,2025-05-24
MOCK-UAN-2809-8929,44,Tamil Nadu,Odisha,Construction,505,Semi-skilled,None,2025-10-06
MOCK-UAN-7896-2109,59,Karnataka,Tamil Nadu,Agriculture,14273,Unskilled,None,2025-09-02
MOCK-UAN-4206-2911,60,Karnataka,Karnataka,Gig Worker,1044,Highly-skilled,Ayushman Bharat,2024-11-13
MOCK-UAN-4231-5419,60,Uttar Pradesh,Tamil Nadu,Construction,428,Semi-skilled,PM-Kisan,2026-03-03
MOCK-UAN-6124-2391,21,West Bengal,Bihar,Manufacturing,616,Skilled,None,2025-10-06
MOCK-UAN-5046-6135,49,Odisha,Maharashtra,Domestic Worker,259,Unskilled,PM-Kisan,2025-11-23
MOCK-UAN-4307-3646,21,Andhra Pradesh,Uttar Pradesh,Domestic Worker,881,Highly-skilled,Ayushman Bharat,2025-07-08
MOCK-UAN-1054-2729,25,Jharkhand,Jharkhand,Domestic Worker,3,Semi-skilled,PM-Kisan,2026-05-31
MOCK-UAN-3234-3185,34,Odisha,Odisha,Manufacturing,326,Unskilled,PM-Kisan,2026-08-11
MOCK-UAN-9764-9100,48,Gujarat,Maharashtra,Construction,416,Unskilled,PM-Kisan,2026-03-15
MOCK-UAN-3156-5277,41,Maharashtra,Bihar,Agriculture,895,Highly-skilled,PM-SYM,2026-03-27
MOCK-UAN-7398-6498,26,Jharkhand,Jharkhand,Construction,365,Unskilled,None,2026-03-11
MOCK-UAN-7933-8147,40,Gujarat,Uttar Pradesh,Construction,628,Skilled,eShram,2026-06-28
MOCK-UAN-2374-2018,31,Karnataka,West Bengal,Gig Worker,1009,Highly-skilled,Ayushman Bharat,2025-09-21
MOCK-UAN-2207-3614,23,Jharkhand,Odisha,Manufacturing,921,Highly-skilled,Ayushman Bharat,2024-11-30
MOCK-UAN-8769-3231,25,Maharashtra,Maharashtra,Construction,345,Unskilled,eShram,2026-05-04
MOCK-UAN-9609-4960,55,Andhra Pradesh,Odisha,Gig Worker,909,Highly-skilled,None,2026-01-25
MOCK-UAN-3927-1267,49,Bihar,Bihar,Construction,516,Semi-skilled,Ayushman Bharat,2024-10-13
MOCK-UAN-4727-4095,44,Gujarat,Uttar Pradesh,Domestic Worker,618,Skilled,PM-Kisan,2025-02-06
MOCK-UAN-4368-7985,48,Karnataka,West Bengal,Gig Worker,515,Semi-skilled,Ayushman Bharat,2025-08-20
MOCK-UAN-6410-6989,35,Odisha,Odisha,Manufacturing,535,Skilled,None,2025-02-23
MOCK-UAN-7584-1695,34,Bihar,Bihar,Gig Worker,473,Unskilled,None,2026-05-19
MOCK-UAN-5696-5451,37,Jharkhand,Jharkhand,Domestic Worker,474,Semi-skilled,PM-Kisan,2025-10-07
MOCK-UAN-3844-5457,49,Andhra Pradesh,Andhra Pradesh,Agriculture,438,Semi-skilled,PM-Kisan,2026-08-13
MOCK-UAN-7086-6279,64,Uttar Pradesh,Uttar Pradesh,Manufacturing,243,Unskilled,eShram,2026-04-13
MOCK-UAN-1698-9794,20,Gujarat,Gujarat,Gig Worker,658,Skilled,eShram,2025-05-24
MOCK-UAN-8765-8173,43,Karnataka,Karnataka,Gig Worker,615,Semi-skilled,PM-Kisan,2026-04-19
MOCK-UAN-4637-2656,53,Karnataka,Karnataka,Agriculture,306,Unskilled,Ayushman Bharat,2026-02-11
MOCK-UAN-2918-6076,50,Jharkhand,Tamil Nadu,Construction,322,Unskilled,PM-Kisan,2026-06-09
MOCK-UAN-7575-8402,20,Andhra Pradesh,Karnataka,Domestic Worker,475,Semi-skilled,PM-Kisan,2025-06-13
MOCK-UAN-9375-2195,19,Gujarat,Andhra Pradesh,Manufacturing,409,Semi-skilled,PM-SYM,2026-04-13
MOCK-UAN-3092-3242,43,Bihar,Tamil Nadu,Construction,725,Skilled,Ayushman Bharat,2025-10-19
MOCK-UAN-9312-6353,57,Andhra Pradesh,Andhra Pradesh,Manufacturing,667,Skilled,eShram,2026-04-15
MOCK-UAN-6998-6933,19,Uttar Pradesh,Maharashtra,Agriculture,876,Highly-skilled,PM-Kisan,2025-01-10
MOCK-UAN-3478-8729,49,Andhra Pradesh,Gujarat,Gig Worker,518,Semi-skilled,PM-Kisan,2026-02-03
MOCK-UAN-3214-9828,33,Odisha,Bihar,Gig Worker,419,Semi-skilled,PM-Kisan,2026-06-18
MOCK-UAN-9033-5554,59,Andhra Pradesh,West Bengal,Agriculture,375,Semi-skilled,eShram,2025-04-06
MOCK-UAN-4664-8968,42,Andhra Pradesh,Andhra Pradesh,Gig Worker,633,Skilled,None,2026-01-13
MOCK-UAN-5575-5480,27,Uttar Pradesh,Uttar Pradesh,Gig Worker,556,Semi-skilled,eShram,2025-11-22
MOCK-UAN-8845-3445,50,Maharashtra,Maharashtra,Gig Worker,683,Skilled,eShram,2025-02-24
MOCK-UAN-1720-4552,29,Jharkhand,West Bengal,Agriculture,832,Highly-skilled,PM-SYM,2026-02-07
MOCK-UAN-6798-9645,31,Uttar Pradesh,Uttar Pradesh,Construction,935,Highly-skilled,eShram,2024-10-10
MOCK-UAN-9310-2371,64,West Bengal,West Bengal,Domestic Worker,475,Semi-skilled,Ayushman Bharat,2026-04-20
MOCK-UAN-8165-4709,40,Odisha,Jharkhand,Gig Worker,576,Semi-skilled,eShram,2024-10-16
MOCK-UAN-4610-9029,34,Odisha,Andhra Pradesh,Domestic Worker,355,Semi-skilled,PM-Kisan,2025-05-09
MOCK-UAN-8189-9742,41,Bihar,Gujarat,Agriculture,593,Skilled,PM-Kisan,2025-07-31
MOCK-UAN-6012-3308,56,Karnataka,Karnataka,Manufacturing,380,Semi-skilled,None,2026-04-26
MOCK-UAN-5157-9732,31,Maharashtra,Gujarat,Agriculture,945,Highly-skilled,eShram,2026-02-01
MOCK-UAN-2513-4798,56,Maharashtra,Maharashtra,Construction,389,Unskilled,None,2025-08-18
MOCK-UAN-3377-7883,34,Tamil Nadu,Tamil Nadu,Domestic Worker,855,Highly-skilled,None,2025-09-10
MOCK-UAN-1572-6805,48,Bihar,Bihar,Manufacturing,261,Unskilled,Ayushman Bharat,2026-06-14
MOCK-UAN-9845-4655,32,Maharashtra,Karnataka,Gig Worker,676,Skilled,Ayushman Bharat,2025-06-10
MOCK-UAN-2855-1901,63,Maharashtra,Maharashtra,Construction,237,Unskilled,eShram,2026-04-22
MOCK-UAN-3098-3167,20,Bihar,Bihar,Manufacturing,466,Semi-skilled,PM-Kisan,2025-03-13
MOCK-UAN-8046-1644,43,West Bengal,Odisha,Manufacturing,886,Highly-skilled,eShram,2024-09-15
MOCK-UAN-1270-7769,36,West Bengal,West Bengal,Manufacturing,498,Semi-skilled,PM-Kisan,2026-06-02
MOCK-UAN-8422-6124,45,West Bengal,West Bengal,Domestic Worker,395,Semi-skilled,PM-Kisan,2026-04-20
MOCK-UAN-2325-2415,19,Jharkhand,Jharkhand,Domestic Worker,569,Skilled,PM-Kisan,2026-07-12
MOCK-UAN-4113-6240,18,Odisha,Karnataka,Agriculture,374,Semi-skilled,eShram,2026-06-09
MOCK-UAN-5749-9202,65,Gujarat,Jharkhand,Construction,299,Unskilled,eShram,2024-09-28
MOCK-UAN-6290-4230,30,Jharkhand,Karnataka,Domestic Worker,240,Unskilled,PM-SYM,2026-07-24
MOCK-UAN-7228-6064,18,Bihar,Bihar,Agriculture,2500,Highly-skilled,None,2025-07-12
MOCK-UAN-5130-7764,39,Odisha,Odisha,Gig Worker,965,Highly-skilled,Ayushman Bharat,2026-05-17
MOCK-UAN-3479-8086,55,Andhra Pradesh,Bihar,Construction,656,Skilled,None,2026-05-02
MOCK-UAN-1210-9654,-5,West Bengal,Maharashtra,Domestic Worker,280,Unskilled,eShram,2026-08-26
MOCK-UAN-8528-5016,25,Andhra Pradesh,Andhra Pradesh,Gig Worker,486,Semi-skilled,PM-SYM,2025-02-26
MOCK-UAN-1133-6095,-3,Uttar Pradesh,Jharkhand,Gig Worker,991,Highly-skilled,PM-SYM,2026-04-22
MOCK-UAN-9061-3429,65,West Bengal,West Bengal,Gig Worker,579,Semi-skilled,PM-SYM,2025-01-22
MOCK-UAN-2548-1642,24,Tamil Nadu,Tamil Nadu,Construction,889,Highly-skilled,PM-SYM,2026-05-21
MOCK-UAN-9433-5955,54,Karnataka,Karnataka,Agriculture,490,Semi-skilled,PM-SYM,2026-05-03
MOCK-UAN-8501-7641,45,Maharashtra,Andhra Pradesh,Construction,607,Skilled,Ayushman Bharat,2025-04-05
MOCK-UAN-4517-7285,38,Maharashtra,Bihar,Agriculture,875,Highly-skilled,eShram,2026-07-06
MOCK-UAN-1212-8894,42,Jharkhand,Maharashtra,Manufacturing,3,Skilled,PM-SYM,2026-05-03
MOCK-UAN-6056-5251,50,Maharashtra,Tamil Nadu,Domestic Worker,416,Semi-skilled,None,2024-09-24
MOCK-UAN-2204-7524,23,Gujarat,Gujarat,Manufacturing,901,Highly-skilled,eShram,2024-10-16
MOCK-UAN-4278-8620,28,Jharkhand,Jharkhand,Agriculture,884,Highly-skilled,Ayushman Bharat,2026-03-27
MOCK-UAN-4948-7600,31,Odisha,Andhra Pradesh,Construction,506,Semi-skilled,PM-Kisan,2026-06-06
MOCK-UAN-2669-1096,27,Odisha,Karnataka,Domestic Worker,330,Semi-skilled,eShram,2026-08-04
MOCK-UAN-4802-6516,51,Gujarat,Uttar Pradesh,Gig Worker,458,Semi-skilled,eShram,2025-07-10
MOCK-UAN-3148-3362,44,Uttar Pradesh,Bihar,Agriculture,630,Skilled,eShram,2025-03-30
MOCK-UAN-6951-7242,42,Tamil Nadu,Tamil Nadu,Manufacturing,951,Highly-skilled,PM-SYM,2026-05-04
MOCK-UAN-8962-5228,33,Uttar Pradesh,Andhra Pradesh,Domestic Worker,554,Skilled,eShram,2026-06-08
MOCK-UAN-9387-4275,62,Odisha,Bihar,Manufacturing,887,Highly-skilled,Ayushman Bharat,2025-10-19
MOCK-UAN-9471-1170,27,Gujarat,Gujarat,Domestic Worker,914,Highly-skilled,Ayushman Bharat,2026-04-10
MOCK-UAN-2683-8297,45,Gujarat,Uttar Pradesh,Manufacturing,934,Highly-skilled,PM-Kisan,2025-08-14
MOCK-UAN-8473-7193,45,Uttar Pradesh,Uttar Pradesh,Domestic Worker,348,Semi-skilled,None,2025-09-26
MOCK-UAN-1657-3997,53,Jharkhand,West Bengal,Agriculture,855,Highly-skilled,PM-Kisan,2025-06-26
MOCK-UAN-9925-4002,39,Uttar Pradesh,Uttar Pradesh,Manufacturing,883,Highly-skilled,eShram,2025-07-13
MOCK-UAN-8408-3807,20,Andhra Pradesh,West Bengal,Manufacturing,485,Semi-skilled,Ayushman Bharat,2025-02-25
MOCK-UAN-9556-2267,33,Karnataka,Uttar Pradesh,Gig Worker,524,Unskilled,Ayushman Bharat,2025-11-18
MOCK-UAN-4724-6129,28,Bihar,Bihar,Construction,638,Skilled,None,2025-01-30
MOCK-UAN-9109-8447,54,West Bengal,Andhra Pradesh,Construction,429,Semi-skilled,PM-SYM,2026-04-02
MOCK-UAN-8959-8596,54,Andhra Pradesh,Andhra Pradesh,Construction,520,Semi-skilled,PM-SYM,2025-09-19
MOCK-UAN-3957-5032,50,West Bengal,Tamil Nadu,Agriculture,666,Skilled,PM-SYM,2025-11-28
MOCK-UAN-8954-3011,53,Bihar,Uttar Pradesh,Construction,655,Skilled,Ayushman Bharat,2025-06-24
MOCK-UAN-1882-8076,42,Karnataka,Karnataka,Manufacturing,554,Skilled,None,2025-02-05
MOCK-UAN-1539-7911,38,Bihar,Jharkhand,Gig Worker,1047,Highly-skilled,Ayushman Bharat,2025-05-29
MOCK-UAN-4226-8904,20,Uttar Pradesh,Bihar,Agriculture,333,Unskilled,Ayushman Bharat,2025-02-09
MOCK-UAN-8370-8184,51,Karnataka,Karnataka,Construction,298,Unskilled,PM-Kisan,2026-03-11
MOCK-UAN-6667-1917,44,Odisha,Tamil Nadu,Manufacturing,919,Highly-skilled,eShram,2026-07-31
MOCK-UAN-2919-4050,30,Tamil Nadu,Tamil Nadu,Gig Worker,599,Semi-skilled,None,2024-11-01
MOCK-UAN-3532-1093,31,Karnataka,Karnataka,Construction,559,Semi-skilled,PM-SYM,2026-06-22
MOCK-UAN-8301-5038,48,Maharashtra,Maharashtra,Manufacturing,296,Unskilled,eShram,2024-12-16
MOCK-UAN-8245-8133,19,Karnataka,Karnataka,Construction,632,Skilled,None,2026-07-06
MOCK-UAN-1726-6515,39,Odisha,Odisha,Construction,711,Skilled,PM-Kisan,2025-03-26
MOCK-UAN-5395-2106,59,Gujarat,Andhra Pradesh,Gig Worker,939,Highly-skilled,PM-Kisan,2026-08-31
MOCK-UAN-3492-7824,59,Jharkhand,Gujarat,Agriculture,621,Skilled,None,2025-07-23
MOCK-UAN-2758-5274,64,Tamil Nadu,Tamil Nadu,Construction,281,Unskilled,None,2025-04-09
MOCK-UAN-1216-2443,63,Gujarat,Gujarat,Construction,1003,Highly-skilled,PM-Kisan,2026-04-13
MOCK-UAN-4288-5775,38,Jharkhand,Tamil Nadu,Gig Worker,537,Semi-skilled,eShram,2025-10-15
MOCK-UAN-5372-7135,50,Bihar,Tamil Nadu,Manufacturing,363,Unskilled,Ayushman Bharat,2025-02-23
MOCK-UAN-7719-2857,38,Odisha,Gujarat,Manufacturing,624,Skilled,PM-SYM,2026-06-22
MOCK-UAN-5133-2564,46,Odisha,Odisha,Construction,888,Highly-skilled,PM-SYM,2026-08-01
MOCK-UAN-9891-2624,26,Tamil Nadu,Andhra Pradesh,Manufacturing,371,Unskilled,eShram,2026-08-28
MOCK-UAN-3714-3423,34,West Bengal,Karnataka,Construction,727,Skilled,None,2024-11-06
MOCK-UAN-8998-6724,56,Gujarat,Gujarat,Construction,394,Unskilled,PM-SYM,2025-03-20
MOCK-UAN-8386-8303,62,Gujarat,West Bengal,Construction,611,Skilled,PM-Kisan,2025-11-08
MOCK-UAN-2344-7611,39,Gujarat,Uttar Pradesh,Manufacturing,884,Highly-skilled,eShram,2025-08-21
MOCK-UAN-6682-2052,27,Tamil Nadu,Jharkhand,Domestic Worker,307,Unskilled,eShram,2025-10-11
MOCK-UAN-5502-3933,27,West Bengal,West Bengal,Agriculture,864,Highly-skilled,Ayushman Bharat,2025-10-13
MOCK-UAN-9543-6633,25,Maharashtra,Odisha,Construction,734,Skilled,PM-Kisan,2024-10-07
MOCK-UAN-5367-7163,32,Tamil Nadu,Tamil Nadu,Construction,357,Unskilled,eShram,2025-12-19
MOCK-UAN-3245-2532,46,Bihar,Jharkhand,Gig Worker,264,Unskilled,eShram,2025-06-17
MOCK-UAN-9246-5773,22,Odisha,Odisha,Manufacturing,466,Semi-skilled,None,2026-06-22
MOCK-UAN-4447-2487,32,Uttar Pradesh,Karnataka,Construction,932,Highly-skilled,PM-Kisan,2024-11-24
MOCK-UAN-3623-6531,26,Bihar,Bihar,Gig Worker,696,Skilled,eShram,2026-04-03
MOCK-UAN-6097-4034,32,Bihar,Tamil Nadu,Manufacturing,881,Highly-skilled,PM-SYM,2025-06-05
MOCK-UAN-9739-9358,60,Maharashtra,Jharkhand,Construction,990,Highly-skilled,PM-SYM,2025-08-02
MOCK-UAN-6604-6078,33,Jharkhand,Jharkhand,Agriculture,655,Skilled,PM-SYM,2025-01-26
MOCK-UAN-4424-9777,47,West Bengal,West Bengal,Agriculture,464,Semi-skilled,PM-SYM,2024-09-18
MOCK-UAN-2313-5305,51,Karnataka,Uttar Pradesh,Gig Worker,983,Highly-skilled,eShram,2024-09-19
MOCK-UAN-3733-1854,-4,West Bengal,Karnataka,Construction,947,Highly-skilled,PM-Kisan,2026-06-18
MOCK-UAN-3421-3421,35,Andhra Pradesh,Karnataka,Gig Worker,400,Unskilled,PM-SYM,2025-11-14
MOCK-UAN-1564-8607,33,Jharkhand,Jharkhand,Construction,909,Highly-skilled,Ayushman Bharat,2026-06-17
MOCK-UAN-1524-8448,49,Jharkhand,Odisha,Domestic Worker,328,Unskilled,None,2025-11-18
MOCK-UAN-6737-1915,60,Tamil Nadu,Gujarat,Gig Worker,723,Skilled,PM-SYM,2024-11-05
MOCK-UAN-8134-9078,23,Gujarat,Jharkhand,Manufacturing,977,Highly-skilled,Ayushman Bharat,2025-05-12
MOCK-UAN-6423-5244,31,Bihar,Bihar,Manufacturing,362,Unskilled,PM-SYM,2026-03-21
MOCK-UAN-9473-2817,35,Jharkhand,Jharkhand,Construction,615,Skilled,PM-Kisan,2025-03-18
MOCK-UAN-4956-1844,19,Uttar Pradesh,Uttar Pradesh,Agriculture,491,Semi-skilled,eShram,2026-05-03
MOCK-UAN-8670-7570,58,Bihar,Karnataka,Construction,302,Unskilled,PM-Kisan,2025-10-01
MOCK-UAN-1810-2532,19,Odisha,Karnataka,Gig Worker,1034,Highly-skilled,PM-Kisan,2026-08-31
MOCK-UAN-6269-6882,60,Karnataka,Karnataka,Domestic Worker,574,Skilled,Ayushman Bharat,2026-04-09
MOCK-UAN-2133-4762,52,Gujarat,Gujarat,Construction,898,Highly-skilled,None,2026-02-05
MOCK-UAN-4769-8822,27,Karnataka,Andhra Pradesh,Manufacturing,464,Semi-skilled,Ayushman Bharat,2026-06-04
MOCK-UAN-2982-3563,25,Tamil Nadu,Andhra Pradesh,Construction,216,Unskilled,eShram,2026-06-16
MOCK-UAN-9635-3977,64,Uttar Pradesh,Karnataka,Construction,412,Semi-skilled,PM-SYM,2025-06-01
MOCK-UAN-8448-8621,62,Bihar,Jharkhand,Gig Worker,391,Unskilled,Ayushman Bharat,2025-08-30
MOCK-UAN-4761-9378,48,Odisha,Gujarat,Gig Worker,704,Skilled,Ayushman Bharat,2025-05-28
MOCK-UAN-5515-7405,52,Bihar,Bihar,Manufacturing,431,Semi-skilled,eShram,2026-05-08
MOCK-UAN-7405-4221,47,Tamil Nadu,Andhra Pradesh,Domestic Worker,221,Unskilled,Ayushman Bharat,2024-11-19
MOCK-UAN-1201-8461,49,West Bengal,Gujarat,Domestic Worker,409,Semi-skilled,None,2024-11-19
MOCK-UAN-5961-7496,34,Tamil Nadu,Tamil Nadu,Manufacturing,619,Skilled,eShram,2026-04-14
MOCK-UAN-8010-8265,37,Jharkhand,West Bengal,Construction,679,Skilled,PM-Kisan,2026-05-17
MOCK-UAN-3882-7109,40,Jharkhand,Jharkhand,Manufacturing,599,Skilled,eShram,2026-05-31
